City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Field,Illinois,1454,39,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,67,22,58%,55%,44,65,88,57%,67%,49%,49.63,13.17,9.32,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,76,447,4.3,37.28,IL-25986,38.4321627,-88.8673722
Grand Prairie,Illinois,927,26,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,88,39,49,66,21,58%,55%,44,65,93,57%,67%,49%,48.82,12.86,9.01,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,76,573,4.3,35.65,IL-30731,38.4304974,-89.089416
Ina,Illinois,2243,935,Mount Vernon,117468,$43636,1.86%,40,N/A,N/A,N/A,44,77.17%,$556,71.74%,N/A,N/A,18.51%,8.2%,12.02%,Jefferson County,26.00%,68.80%,0.0%,27.51%,57.11%,9.32%,3.88%,N/A,88,40,48,69,22,58%,56%,45,65,94,58%,72%,46%,47.09,12.23,9.17,26.08%,25.27%,24.11%,12.0,5,6.9,42.8,77,417,4.3,2.4,IL-37179,38.1498998,-88.9040191
McClellan,Illinois,1199,34,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,67,22,58%,55%,44,65,88,57%,67%,49%,49.65,13.85,9.16,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,75,468,4.3,35.26,IL-45512,38.2570656,-88.9850729
Moores Prairie,Illinois,342,9,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,67,22,58%,56%,45,65,88,58%,72%,46%,49.51,12.4,9.43,26.08%,25.27%,24.11%,12.0,5,6.9,42.8,77,420,4.3,38.0,IL-50348,38.1696619,-88.7596293
Mount Vernon,Illinois,14769,1013,Mount Vernon,117468,$42194,20.52%,39,$78000,1258,$62,58,58.7%,$749,59.27%,N/A,N/A,21.13%,7.04%,59.61%,Jefferson County,26.00%,68.80%,2.14%,15.0%,74.45%,4.14%,2.2%,N/A,85,39,46,67,22,58%,55%,44,65,88,57%,67%,49%,49.63,13.17,9.32,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,66,447,4.3,14.58,IL-51180,38.3140188,-88.9173045
Mount Vernon township,Illinois,14769,1013,Mount Vernon,117468,$42194,20.52%,39,$78000,1258,$62,58,58.7%,$749,59.27%,N/A,N/A,21.13%,7.04%,59.61%,Jefferson County,26.00%,68.80%,2.14%,15.0%,74.45%,4.14%,2.2%,N/A,85,39,46,67,22,58%,55%,44,65,88,57%,67%,49%,49.63,13.17,9.32,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,66,447,4.3,14.58,IL-51180,38.3140188,-88.9173045
Nason,Illinois,221,243,Mount Vernon,117468,$45833,1.73%,51,N/A,N/A,N/A,41,88.24%,$669,49.49%,N/A,N/A,15.38%,7.41%,55.38%,Jefferson County,26.00%,68.80%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,88,40,48,69,22,58%,55%,44,65,93,57%,67%,49%,49.65,13.85,9.16,27.18%,25.49%,26.56%,12.0,5,6.9,46.9,77,468,4.3,0.91,IL-51726,38.1760224,-88.9662632
Opdyke,Illinois,303,572,Mount Vernon,117468,$63750,4.06%,40,N/A,N/A,N/A,46,91.75%,$736,44.14%,N/A,N/A,13.86%,0.0%,60.81%,Jefferson County,26.00%,68.80%,0.0%,0.0%,98.68%,1.32%,0.0%,N/A,85,39,46,67,22,58%,56%,45,65,88,58%,72%,46%,49.51,12.4,9.43,30.41%,28.46%,28.56%,12.0,5,6.9,42.8,77,420,4.3,0.53,IL-56198,38.258245,-88.7898103
Pendleton,Illinois,1076,30,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,67,22,58%,56%,45,65,88,58%,72%,46%,49.51,12.4,9.43,30.41%,28.46%,28.56%,12.0,5,6.9,42.8,77,420,4.3,35.87,IL-58564,38.2562576,-88.7581031
Waltonville,Illinois,413,333,Mount Vernon,117468,$46563,10.1%,46,N/A,N/A,N/A,52,76.03%,$492,48.48%,N/A,N/A,17.43%,4.93%,59.01%,Jefferson County,26.00%,68.80%,0.0%,0.73%,96.13%,0.97%,0.24%,N/A,88,40,48,69,22,58%,55%,44,65,93,57%,67%,49%,49.65,13.85,9.16,27.18%,25.49%,26.56%,12.0,5,6.9,46.9,77,468,4.3,1.24,IL-78708,38.2140475,-89.0379966
Webber,Illinois,2182,59,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,67,22,58%,56%,45,65,88,58%,72%,46%,49.63,13.17,9.32,30.41%,28.46%,28.56%,12.0,5,6.9,42.8,76,447,4.3,36.98,IL-79514,38.3433022,-88.7561951
Woodlawn,Illinois,555,653,Mount Vernon,117468,$63750,21.05%,35,N/A,N/A,N/A,35,84.73%,$750,37.02%,N/A,N/A,13.92%,4.03%,70.54%,Jefferson County,26.00%,68.80%,0.0%,1.08%,91.17%,3.06%,2.16%,N/A,85,39,46,67,22,58%,55%,44,65,88,57%,67%,49%,49.65,13.85,9.16,30.41%,28.46%,28.56%,12.0,5,6.9,46.9,77,468,4.3,0.85,IL-83206,38.3282687,-89.0344673
Apple Valley,Ohio,5538,921,Mount Vernon,117468,$73875,26.93%,50,$260000,1793,$145,25,87.52%,$1186,32.51%,N/A,N/A,3.27%,7.92%,59.23%,Knox County,28.20%,66.10%,0.52%,1.19%,94.13%,0.79%,1.21%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,22.7,13,7.6,38.1,77,888,5.3,6.01,OH-02266,40.4389,-82.35391
Berlin township (Knox Cnty),Ohio,2050,537,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,5.3,3.82,OH-05844,40.5201342,-82.4994446
Bladensburg,Ohio,353,1070,Mount Vernon,117468,$61108,13.47%,31,N/A,N/A,N/A,N/A,57.79%,N/A,81.34%,N/A,N/A,0.0%,0.0%,70.52%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,0.33,OH-06740,40.2852094,-82.2836552
Brown township (Knox Cnty),Ohio,1614,54,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,22.7,13,7.6,38.1,80,888,5.3,29.89,OH-09470,40.5086096,-82.3188387
Butler township (Knox Cnty),Ohio,1741,1597,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,1.09,OH-10590,40.3483072,-82.2364879
Centerburg,Ohio,1930,1990,Mount Vernon,117468,$56250,14.45%,42,$248000,1550,$160,73,68.48%,$657,49.15%,N/A,N/A,11.38%,3.26%,56.9%,Knox County,28.20%,66.10%,0.0%,1.19%,92.33%,3.52%,1.76%,N/A,83,34,49,61,17,58%,55%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.75%,37.58%,43.22%,20.9,15,7.6,38.1,77,1101,5.3,0.97,OH-13036,40.3037819,-82.6977991
Clay township (Knox Cnty),Ohio,1254,50,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,25.08,OH-15504,40.2765993,-82.33076
Clinton township (Knox Cnty),Ohio,2773,772,Mount Vernon,117468,N/A,N/A,N/A,$230000,1211,$190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,63%,58%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,75,1101,5.3,3.59,OH-16140,40.3728093,-82.5169522
College,Ohio,2779,442,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,75,888,5.3,6.29,OH-16686,40.3711836,-82.3956652
Danville,Ohio,850,1441,Mount Vernon,117468,$50921,16.7%,37,$173000,1395,$124,63,68.0%,$525,58.35%,N/A,N/A,21.04%,0.93%,62.03%,Knox County,28.20%,66.10%,0.35%,0.0%,98.59%,0.0%,0.35%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,22.7,13,7.6,38.1,80,888,5.3,0.59,OH-20114,40.447251,-82.2612695
Fredericktown,Ohio,2510,1268,Mount Vernon,117468,$56023,20.33%,39,$164000,1180,$139,56,78.68%,$689,42.01%,N/A,N/A,11.18%,3.29%,66.73%,Knox County,28.20%,66.10%,0.0%,0.32%,97.73%,0.0%,0.24%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,5.3,1.98,OH-28658,40.4784826,-82.5486977
Gambier,Ohio,2339,2488,Mount Vernon,117468,$78864,79.51%,20,N/A,N/A,N/A,54,63.01%,$670,87.25%,N/A,N/A,6.87%,8.98%,55.46%,Knox County,28.20%,66.10%,1.15%,4.02%,83.45%,6.2%,6.46%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,75,888,5.3,0.94,OH-29246,40.3763677,-82.3948431
Gann,Ohio,154,811,Mount Vernon,117468,$68272,37.17%,38,N/A,N/A,N/A,N/A,53.25%,$776,31.34%,N/A,N/A,5.19%,1.02%,73.13%,Knox County,28.20%,66.10%,0.0%,0.0%,75.32%,0.0%,0.0%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.73,13.63,9.1,39.51%,36.37%,44.78%,22.7,13,7.6,38.1,80,822,5.3,0.19,OH-29288,40.4692014,-82.1914106
Harrison township (Knox Cnty),Ohio,689,129,Mount Vernon,117468,N/A,N/A,N/A,$215000,1287,$167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,5.34,OH-33880,40.3500158,-82.3276791
Hilliar,Ohio,4000,154,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,58%,55%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.75%,37.58%,43.22%,20.9,15,7.6,38.1,77,1101,5.3,25.97,OH-35462,40.3111982,-82.6986849
Howard,Ohio,177,805,Mount Vernon,117468,$38036,0.0%,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,79,888,5.3,0.22,OH-36512,40.4093199,-82.3274146
Howard township,Ohio,177,805,Mount Vernon,117468,$38036,0.0%,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,78,888,5.3,0.22,OH-36512,40.4093199,-82.3274146
Jackson township (Knox Cnty),Ohio,1318,146,Mount Vernon,117468,N/A,N/A,N/A,$100000,1087,$92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,9.05,OH-37870,40.2760567,-82.2390091
Jefferson township (Knox Cnty),Ohio,694,273,Mount Vernon,117468,N/A,N/A,N/A,$213000,1732,$123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.73,13.63,9.1,39.51%,36.37%,44.78%,22.7,13,7.6,38.1,80,822,5.3,2.54,OH-38668,40.5200898,-82.227689
Liberty township (Knox Cnty),Ohio,1335,52,Mount Vernon,117468,N/A,N/A,N/A,$412000,2438,$169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,63%,58%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,79,1101,5.3,25.67,OH-43218,40.3793092,-82.5949868
Martinsburg,Ohio,238,1322,Mount Vernon,117468,$25893,9.82%,42,N/A,N/A,N/A,N/A,59.24%,$792,48.45%,N/A,N/A,18.07%,4.38%,73.66%,Knox County,28.20%,66.10%,0.0%,1.26%,96.22%,0.0%,0.0%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,888,5.3,0.18,OH-48090,40.269592,-82.3543399
Middlebury,Ohio,1170,57,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,5.3,20.53,OH-49658,40.5203475,-82.5896848
Milford township (Knox Cnty),Ohio,1990,536,Mount Vernon,117468,N/A,N/A,N/A,$269000,1611,$167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,58%,55%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,77,1101,5.3,3.71,OH-50204,40.3068923,-82.6007076
Miller,Ohio,922,931,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,63%,58%,39,59,85,45%,54%,35%,45.06,13.2,9.35,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,77,1101,5.3,0.99,OH-50330,40.3025294,-82.5127745
Monroe township (Knox Cnty),Ohio,2064,130,Mount Vernon,117468,N/A,N/A,N/A,$300000,2174,$138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,77,888,5.3,15.89,OH-51436,40.4292315,-82.4136614
Morgan township (Knox Cnty),Ohio,1018,39,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,63%,58%,39,59,85,45%,54%,35%,44.16,12.98,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,80,1020,5.3,26.1,OH-52108,40.2803331,-82.4261147
Morris,Ohio,1933,93,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,75,1098,5.3,20.78,OH-52290,40.4500125,-82.5018357
Mount Vernon,Ohio,16684,1715,Mount Vernon,117468,$46656,23.77%,37,$185000,1529,$121,63,50.91%,$767,54.92%,N/A,N/A,18.51%,6.28%,60.48%,Knox County,28.20%,66.10%,0.59%,0.43%,92.07%,3.0%,1.82%,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,72,888,5.3,9.73,OH-53102,40.3853958,-82.4737354
Pike township (Knox Cnty),Ohio,1436,47,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,81,888,5.3,30.55,OH-62652,40.5072581,-82.4100341
Pleasant township (Knox Cnty),Ohio,1458,8100,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,60,17,63%,58%,39,59,84,45%,54%,35%,43.82,12.69,9.3,39.51%,36.37%,44.78%,9.6,8,7.6,38.1,77,888,5.3,0.18,OH-63310,40.3455685,-82.4274099
Wayne township (Knox Cnty),Ohio,692,2163,Mount Vernon,117468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,61,17,63%,58%,39,59,85,45%,54%,35%,45.57,13.33,9.89,39.51%,36.37%,44.78%,49.6,34,7.6,38.1,80,1098,5.3,0.32,OH-82194,40.4512562,-82.5926491
