City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Field,Illinois,1454,39,Mount Vernon,117468,$44924,N/A,N/A,N/A,N/A,N/A,34,77.70%,N/A,33.00%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,49.63,104,12.0,6.9,76,447,4.3,37.28,IL-25986,38.4321627,-88.8673722,57%,67%,49%,58%,55%,46.9,44,65,67,22,13.17,9.32,30.41%,28.46%,28.56%,5
Grand Prairie,Illinois,927,26,Mount Vernon,117468,$51848,19.01%,N/A,N/A,N/A,N/A,42,79.50%,N/A,38.50%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,3.70%,N/A,N/A,88,39,49,48.82,102,12.0,6.9,76,573,4.3,35.65,IL-30731,38.4304974,-89.089416,57%,67%,49%,58%,55%,46.9,44,65,66,21,12.86,9.01,30.41%,28.46%,28.56%,5
Ina,Illinois,2568,1068,Mount Vernon,117468,$43636,1.90%,40,N/A,N/A,N/A,44,77.17%,$556,71.74%,N/A,N/A,18.51%,8.2%,12.02%,Jefferson County,26.00%,68.80%,0.0%,27.51%,57.11%,9.32%,3.88%,N/A,88,40,48,47.09,90,12.0,6.9,77,417,4.3,2.4,IL-37179,38.1498998,-88.9040191,58%,72%,46%,58%,56%,42.8,45,65,69,22,12.23,9.17,26.08%,25.27%,24.11%,5
McClellan,Illinois,1199,34,Mount Vernon,117468,$54185,18.97%,N/A,N/A,N/A,N/A,33,74.10%,N/A,33.20%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,1.35%,N/A,N/A,N/A,N/A,N/A,85,39,46,49.65,101,12.0,6.9,75,468,4.3,35.26,IL-45512,38.2570656,-88.9850729,57%,67%,49%,58%,55%,46.9,44,65,67,22,13.85,9.16,30.41%,28.46%,28.56%,5
Moores Prairie,Illinois,342,9,Mount Vernon,117468,$53750,N/A,N/A,N/A,N/A,N/A,64,57.20%,N/A,40.50%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,49.51,104,12.0,6.9,77,420,4.3,38.0,IL-50348,38.1696619,-88.7596293,58%,72%,46%,58%,56%,42.8,45,65,67,22,12.4,9.43,26.08%,25.27%,24.11%,5
Mount Vernon,Illinois,14723,1010,Mount Vernon,117468,$42194,20.76%,39,$78000,1258,$62,58,58.7%,$749,59.27%,N/A,N/A,21.13%,7.04%,59.61%,Jefferson County,26.00%,68.80%,2.14%,15.0%,74.45%,4.14%,2.2%,N/A,85,39,46,49.63,101,12.0,6.9,66,447,4.3,14.58,IL-51180,38.3140188,-88.9173045,57%,67%,49%,58%,55%,46.9,44,65,67,22,13.17,9.32,30.41%,28.46%,28.56%,5
Mount Vernon township,Illinois,13160,356,Mount Vernon,117468,$42194,N/A,39,$78000,1258,$62,58,58.7%,$749,59.27%,N/A,N/A,21.13%,7.04%,59.61%,Jefferson County,26.00%,68.80%,2.14%,15.0%,74.45%,4.14%,2.2%,N/A,85,39,46,49.63,101,12.0,6.9,66,447,4.3,14.58,IL-51180,38.3140188,-88.9173045,57%,67%,49%,58%,55%,46.9,44,65,67,22,13.17,9.32,30.41%,28.46%,28.56%,5
Nason,Illinois,247,271,Mount Vernon,117468,$45833,1.82%,51,N/A,N/A,N/A,41,88.24%,$669,49.49%,N/A,N/A,15.38%,7.41%,55.38%,Jefferson County,26.00%,68.80%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,88,40,48,49.65,90,12.0,6.9,77,468,4.3,0.91,IL-51726,38.1760224,-88.9662632,57%,67%,49%,58%,55%,46.9,44,65,69,22,13.85,9.16,27.18%,25.49%,26.56%,5
Opdyke,Illinois,187,354,Mount Vernon,117468,$63750,N/A,40,N/A,N/A,N/A,46,91.75%,$736,44.14%,N/A,N/A,13.86%,0.0%,60.81%,Jefferson County,26.00%,68.80%,0.0%,0.0%,98.68%,1.32%,0.0%,N/A,85,39,46,49.51,101,12.0,6.9,77,420,4.3,0.53,IL-56198,38.258245,-88.7898103,58%,72%,46%,58%,56%,42.8,45,65,67,22,12.4,9.43,30.41%,28.46%,28.56%,5
Pendleton,Illinois,1076,30,Mount Vernon,117468,$48261,11.32%,N/A,N/A,N/A,N/A,38,84.80%,N/A,38.60%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,N/A,N/A,N/A,N/A,N/A,N/A,85,39,46,49.51,104,12.0,6.9,77,420,4.3,35.87,IL-58564,38.2562576,-88.7581031,58%,72%,46%,58%,56%,42.8,45,65,67,22,12.4,9.43,30.41%,28.46%,28.56%,5
Waltonville,Illinois,393,314,Mount Vernon,117468,$46563,10.08%,46,N/A,N/A,N/A,52,76.03%,$492,48.48%,N/A,N/A,17.43%,4.93%,59.01%,Jefferson County,26.00%,68.80%,0.0%,0.73%,96.13%,0.97%,0.24%,N/A,88,40,48,49.65,101,12.0,6.9,77,468,4.3,1.24,IL-78708,38.2140475,-89.0379966,57%,67%,49%,58%,55%,46.9,44,65,69,22,13.85,9.16,27.18%,25.49%,26.56%,5
Webber,Illinois,2182,59,Mount Vernon,117468,$53125,14.47%,N/A,N/A,N/A,N/A,37,78.40%,N/A,38.10%,N/A,N/A,N/A,4.90%,N/A,Jefferson County,26.00%,68.80%,1.35%,N/A,N/A,N/A,N/A,N/A,85,39,46,49.63,105,12.0,6.9,76,447,4.3,36.98,IL-79514,38.3433022,-88.7561951,58%,72%,46%,58%,56%,42.8,45,65,67,22,13.17,9.32,30.41%,28.46%,28.56%,5
Woodlawn,Illinois,628,740,Mount Vernon,117468,$63750,19.45%,35,N/A,N/A,N/A,35,84.73%,$750,37.02%,N/A,N/A,13.92%,4.03%,70.54%,Jefferson County,26.00%,68.80%,0.0%,1.08%,91.17%,3.06%,2.16%,N/A,85,39,46,49.65,94,12.0,6.9,77,468,4.3,0.85,IL-83206,38.3282687,-89.0344673,57%,67%,49%,58%,55%,46.9,44,65,67,22,13.85,9.16,30.41%,28.46%,28.56%,5
Apple Valley,Ohio,5520,918,Mount Vernon,117468,$73875,26.64%,50,$260000,1793,$145,25,87.52%,$1186,32.51%,N/A,N/A,3.27%,7.92%,59.23%,Knox County,28.20%,66.10%,0.52%,1.19%,94.13%,0.79%,1.21%,N/A,82,35,47,43.82,125,22.7,7.6,77,888,5.3,6.01,OH-02266,40.4389,-82.35391,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,13
Berlin township (Knox Cnty),Ohio,2050,111,Mount Vernon,117468,$66765,N/A,N/A,N/A,N/A,N/A,58,64.90%,N/A,24.40%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,45.57,136,49.6,7.6,80,1098,5.3,3.82,OH-05844,40.5201342,-82.4994446,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,34
Bladensburg,Ohio,168,509,Mount Vernon,117468,$61108,N/A,31,N/A,N/A,N/A,43,57.79%,N/A,81.34%,N/A,N/A,0.0%,0.0%,70.52%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,43.82,131,9.6,7.6,80,888,5.3,0.33,OH-06740,40.2852094,-82.2836552,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Brown township (Knox Cnty),Ohio,1614,54,Mount Vernon,117468,$55104,N/A,N/A,N/A,N/A,N/A,35,71.50%,N/A,28.60%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,127,22.7,7.6,80,888,5.3,29.89,OH-09470,40.5086096,-82.3188387,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,13
Butler township (Knox Cnty),Ohio,1741,72,Mount Vernon,117468,$34375,N/A,N/A,N/A,N/A,N/A,21,63.80%,N/A,42.10%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,127,9.6,7.6,80,888,5.3,1.09,OH-10590,40.3483072,-82.2364879,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Centerburg,Ohio,1767,1831,Mount Vernon,117468,$56250,15.11%,42,$248000,1550,$160,73,68.48%,$657,49.15%,N/A,N/A,11.38%,3.26%,56.9%,Knox County,28.20%,66.10%,0.0%,1.19%,92.33%,3.52%,1.76%,N/A,83,34,49,45.06,125,20.9,7.6,77,1101,5.3,0.97,OH-13036,40.3037819,-82.6977991,45%,54%,35%,58%,55%,38.1,39,59,61,17,13.2,9.35,39.75%,37.58%,43.22%,15
Clay township (Knox Cnty),Ohio,1254,50,Mount Vernon,117468,$53269,N/A,N/A,N/A,N/A,N/A,34,50.50%,N/A,56.50%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,130,9.6,7.6,80,888,5.3,25.08,OH-15504,40.2765993,-82.33076,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Clinton township (Knox Cnty),Ohio,2773,187,Mount Vernon,117468,$43438,N/A,N/A,$230000,1211,$190,61,69.10%,N/A,49.90%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,5.40%,N/A,N/A,83,34,49,45.06,133,9.6,7.6,75,1101,5.3,3.59,OH-16140,40.3728093,-82.5169522,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
College,Ohio,2779,442,Mount Vernon,117468,$66250,62.77%,N/A,N/A,N/A,N/A,41,53.70%,N/A,80.50%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,3.28%,N/A,2.70%,N/A,N/A,82,35,47,43.82,133,9.6,7.6,75,888,5.3,6.29,OH-16686,40.3711836,-82.3956652,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Danville,Ohio,1208,2181,Mount Vernon,117468,$50921,21.91%,37,$173000,1395,$124,63,68.0%,$525,58.35%,N/A,N/A,21.04%,0.93%,62.03%,Knox County,28.20%,66.10%,0.35%,0.0%,98.59%,0.0%,0.35%,N/A,82,35,47,43.82,125,22.7,7.6,80,888,5.3,0.59,OH-20114,40.447251,-82.2612695,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,13
Fredericktown,Ohio,3053,1539,Mount Vernon,117468,$56023,21.91%,39,$164000,1180,$139,56,78.68%,$689,42.01%,N/A,N/A,11.18%,3.29%,66.73%,Knox County,28.20%,66.10%,0.0%,0.32%,97.73%,0.0%,0.24%,N/A,82,35,47,45.57,134,49.6,7.6,80,1098,5.3,1.98,OH-28658,40.4784826,-82.5486977,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,34
Gambier,Ohio,2493,2663,Mount Vernon,117468,$78864,75.76%,20,N/A,N/A,N/A,54,63.01%,$670,87.25%,N/A,N/A,6.87%,8.98%,55.46%,Knox County,28.20%,66.10%,1.15%,4.02%,83.45%,6.2%,6.46%,N/A,82,35,47,43.82,133,9.6,7.6,75,888,5.3,0.94,OH-29246,40.3763677,-82.3948431,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Gann,Ohio,139,743,Mount Vernon,117468,$68272,N/A,38,N/A,N/A,N/A,78,53.25%,$776,31.34%,N/A,N/A,5.19%,1.02%,73.13%,Knox County,28.20%,66.10%,0.0%,0.0%,75.32%,0.0%,0.0%,N/A,82,35,47,43.73,122,22.7,7.6,80,822,5.3,0.19,OH-29288,40.4692014,-82.1914106,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.63,9.1,39.51%,36.37%,44.78%,13
Harrison township (Knox Cnty),Ohio,689,29,Mount Vernon,117468,$73021,N/A,N/A,$215000,1287,$167,38,72.80%,N/A,37.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,3.30%,N/A,N/A,82,35,47,43.82,132,9.6,7.6,80,888,5.3,5.34,OH-33880,40.3500158,-82.3276791,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Hilliar,Ohio,4000,154,Mount Vernon,117468,$63849,22.44%,N/A,N/A,N/A,N/A,44,62.90%,N/A,45.50%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,1.18%,N/A,N/A,N/A,N/A,83,34,49,45.06,125,20.9,7.6,77,1101,5.3,25.97,OH-35462,40.3111982,-82.6986849,45%,54%,35%,58%,55%,38.1,39,59,61,17,13.2,9.35,39.75%,37.58%,43.22%,15
Howard,Ohio,78,348,Mount Vernon,117468,$38036,25.22%,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,43.82,125,9.6,7.6,79,888,5.3,0.22,OH-36512,40.4093199,-82.3274146,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Howard township,Ohio,5706,253,Mount Vernon,117468,$38036,N/A,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,43.82,125,9.6,7.6,78,888,5.3,0.22,OH-36512,40.4093199,-82.3274146,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Jackson township (Knox Cnty),Ohio,1318,56,Mount Vernon,117468,$42226,N/A,N/A,$100000,1087,$92,23,81.20%,N/A,35.70%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,128,9.6,7.6,80,888,5.3,9.05,OH-37870,40.2760567,-82.2390091,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Jefferson township (Knox Cnty),Ohio,694,21,Mount Vernon,117468,$39013,N/A,N/A,$213000,1732,$123,61,77.80%,N/A,42.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.73,124,22.7,7.6,80,822,5.3,2.54,OH-38668,40.5200898,-82.227689,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.63,9.1,39.51%,36.37%,44.78%,13
Liberty township (Knox Cnty),Ohio,1335,52,Mount Vernon,117468,$60065,N/A,N/A,$412000,2438,$169,38,66.40%,N/A,38.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,45.06,132,9.6,7.6,79,1101,5.3,25.67,OH-43218,40.3793092,-82.5949868,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Martinsburg,Ohio,277,1565,Mount Vernon,117468,$25893,2.78%,42,N/A,N/A,N/A,67,59.24%,$792,48.45%,N/A,N/A,18.07%,4.38%,73.66%,Knox County,28.20%,66.10%,0.0%,1.26%,96.22%,0.0%,0.0%,N/A,82,35,47,43.82,132,9.6,7.6,80,888,5.3,0.18,OH-48090,40.269592,-82.3543399,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Middlebury,Ohio,1170,57,Mount Vernon,117468,$86538,19.15%,N/A,N/A,N/A,N/A,78,73.90%,N/A,33.60%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,45.57,134,49.6,7.6,80,1098,5.3,20.53,OH-49658,40.5203475,-82.5896848,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,34
Milford township (Knox Cnty),Ohio,1990,78,Mount Vernon,117468,$71250,N/A,N/A,$269000,1611,$167,26,96.20%,N/A,36.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,4.20%,N/A,N/A,83,34,49,45.06,127,9.6,7.6,77,1101,5.3,3.71,OH-50204,40.3068923,-82.6007076,45%,54%,35%,58%,55%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Miller,Ohio,922,44,Mount Vernon,117468,$52639,N/A,N/A,N/A,N/A,N/A,78,83.30%,N/A,44.90%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,2.90%,N/A,N/A,83,34,49,45.06,133,9.6,7.6,77,1101,5.3,0.99,OH-50330,40.3025294,-82.5127745,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Monroe township (Knox Cnty),Ohio,2064,86,Mount Vernon,117468,$63009,N/A,N/A,$300000,2174,$138,52,92.70%,N/A,41.20%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,1.00%,N/A,N/A,82,35,47,43.82,133,9.6,7.6,77,888,5.3,15.89,OH-51436,40.4292315,-82.4136614,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Morgan township (Knox Cnty),Ohio,1018,39,Mount Vernon,117468,$86196,N/A,N/A,N/A,N/A,N/A,36,83.20%,N/A,28.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,44.16,127,9.6,7.6,80,1020,5.3,26.1,OH-52108,40.2803331,-82.4261147,45%,54%,35%,63%,58%,38.1,39,59,61,17,12.98,9.3,39.51%,36.37%,44.78%,8
Morris,Ohio,1933,93,Mount Vernon,117468,$49804,N/A,N/A,N/A,N/A,N/A,51,89.40%,N/A,28.00%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,1.01%,N/A,N/A,N/A,N/A,N/A,82,35,47,45.57,133,9.6,7.6,75,1098,5.3,20.78,OH-52290,40.4500125,-82.5018357,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,8
Mount Vernon,Ohio,16681,1748,Mount Vernon,117468,$46656,22.47%,37,$185000,1529,$121,63,50.91%,$767,54.92%,N/A,N/A,18.51%,6.28%,60.48%,Knox County,28.20%,66.10%,0.59%,0.43%,92.07%,3.0%,1.82%,N/A,82,35,47,43.82,133,9.6,7.6,72,888,5.3,9.73,OH-53102,40.3853958,-82.4737354,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Pike township (Knox Cnty),Ohio,1436,47,Mount Vernon,117468,$49886,N/A,N/A,N/A,N/A,N/A,26,73.50%,N/A,41.20%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,3.30%,N/A,N/A,82,35,47,43.82,140,49.6,7.6,81,888,5.3,30.55,OH-62652,40.5072581,-82.4100341,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,34
Pleasant township (Knox Cnty),Ohio,1458,81,Mount Vernon,117468,$51505,N/A,N/A,N/A,N/A,N/A,38,75.70%,N/A,43.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,133,9.6,7.6,77,888,5.3,0.18,OH-63310,40.3455685,-82.4274099,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Wayne township (Knox Cnty),Ohio,692,28,Mount Vernon,117468,$76350,N/A,N/A,N/A,N/A,N/A,38,98.20%,N/A,33.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,45.57,134,49.6,7.6,80,1098,5.3,0.32,OH-82194,40.4512562,-82.5926491,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.33,9.89,39.51%,36.37%,44.78%,34
