City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Encantada-Ranchito-El Calaboz,Texas,1486,514,Brownsville-Harlingen,424180,95,70,25,26,72,230,0,72.6,63.7,N/A,18,32,45,N/A,$22344,29.5%,$878,885,$385000,2500,$154,27,81.40%,7%,24%,20%,84,20 mins,5.80%,N/A,-45.10%,Cameron County,64.50%,32.00%,0.0%,1.2%,0.0%,98.8%,43.1%,Central Standard Time,20,6.5,42.10%,25,N/A,30,13.5%,0.00,38,1,0,N/A,N/A,TX-24223
Green Valley Farms,Texas,471,122,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,N/A,22,40,43,N/A,$40305,39.3%,$878,885,$66600,N/A,N/A,12,100.00%,7%,23%,20%,85,20 mins,5.80%,N/A,-61.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,13.7%,Central Standard Time,20,6.5,33.00%,0,N/A,25,31.4%,0.00,37,1,0,N/A,N/A,TX-30890
Harlingen,Texas,65444,1633,Brownsville-Harlingen,424180,96,70,26,26,71,229,0,72.3,63.2,11,16,52,31,17.69%,$34868,25.4%,$773,833,$195500,1745,$112,35,47.20%,6%,18%,19%,78,16 mins,5.30%,N/A,2.00%,Cameron County,64.50%,32.00%,1.2%,0.9%,16.8%,80.5%,14.1%,Central Standard Time,20,6.5,49.50%,36,N/A,46,15.0%,30.90,37,1,0,416,4813,TX-32372
Iglesia Antigua,Texas,290,138,Brownsville-Harlingen,424180,96,70,26,25,65,227,0,72.6,63.7,N/A,21,39,44,N/A,$31667,19%,N/A,N/A,$54300,N/A,N/A,31,56.20%,7%,24%,20%,83,20 mins,5.80%,N/A,12.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,30.3%,Central Standard Time,20,6.5,50.20%,4,N/A,26,12.3%,0.00,37,1,0,N/A,N/A,TX-35754
Indian Lake,Texas,804,3740,Brownsville-Harlingen,424180,93,70,23,28,73,231,0,72.6,63.7,6,6,10,34,11.87%,$33750,27.5%,$948,1024,$51900,N/A,N/A,34,50.70%,8%,24%,20%,85,20 mins,5.80%,N/A,-17.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,22.5%,77.5%,18.3%,Central Standard Time,20,6.5,39.30%,0,N/A,25,17.5%,0.00,38,1,0,N/A,N/A,TX-35918
Juarez,Texas,939,4742,Brownsville-Harlingen,424180,96,70,26,26,70,227,0,72.6,63.7,N/A,20,37,22,N/A,$14537,36.1%,$886,849,$83400,N/A,N/A,28,77.70%,7%,24%,20%,79,20 mins,5.80%,N/A,122.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,26.7%,Central Standard Time,20,6.5,55.90%,0,N/A,50,27.6%,0.00,37,1,0,N/A,N/A,TX-38168
La Feria,Texas,7314,1696,Brownsville-Harlingen,424180,96,70,26,25,65,230,0,72.1,63,10,14,47,36,12.53%,$29130,25.1%,N/A,N/A,$184900,1777,$104,33,61.00%,10%,30%,21%,80,21 mins,5.80%,N/A,0.10%,Cameron County,64.50%,32.00%,1.9%,0.0%,10.8%,87.3%,17.6%,Central Standard Time,20,6.5,45.20%,69,N/A,55,17.2%,34.22,37,1,0,258,1838,TX-40204
La Feria North,Texas,76,66,Brownsville-Harlingen,424180,96,70,26,25,65,227,0,72.6,63.7,N/A,14,25,46,N/A,$0,0%,N/A,N/A,$92500,N/A,N/A,29,68.60%,7%,23%,20%,80,20 mins,5.80%,N/A,68.90%,Cameron County,64.50%,32.00%,0.0%,0.0%,43.4%,56.6%,0%,Central Standard Time,20,6.5,57.80%,19,N/A,55,N/A,0.00,36,1,0,N/A,N/A,TX-40210
La Paloma,Texas,4092,1900,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,11,19,38,26,2.89%,$39306,23.3%,$878,885,$83300,N/A,N/A,18,82.90%,7%,24%,20%,84,20 mins,5.80%,N/A,14.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.9%,99.1%,33%,Central Standard Time,20,6.5,50.80%,8,N/A,31,20.3%,0.00,38,1,0,N/A,N/A,TX-41416
La Tina Ranch,Texas,713,101,Brownsville-Harlingen,424180,95,70,25,26,73,227,0,72.6,63.7,N/A,23,42,29,N/A,$16683,68.6%,N/A,N/A,$27300,N/A,N/A,31,91.70%,7%,24%,20%,86,20 mins,5.80%,N/A,222.60%,Cameron County,64.50%,32.00%,0.0%,0.0%,6.7%,93.3%,38.3%,Central Standard Time,20,6.5,64.30%,0,N/A,25,27.2%,0.00,38,1,0,N/A,N/A,TX-41660
Lago,Texas,382,8128,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,N/A,21,39,49,N/A,$0,50.5%,$878,885,$92500,N/A,N/A,36,100.00%,7%,24%,20%,84,20 mins,5.80%,N/A,69.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,9.4%,Central Standard Time,20,6.5,56.00%,0,N/A,26,9.0%,0.00,36,1,0,N/A,N/A,TX-40258
Laguna Heights,Texas,3174,13062,Brownsville-Harlingen,424180,91,69,22,27,73,224,0,72.6,63.7,13,24,48,26,N/A,$22699,38.3%,N/A,N/A,$27300,N/A,N/A,32,43.10%,8%,23%,20%,90,20 mins,5.80%,N/A,52.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,1.1%,98.9%,41.6%,Central Standard Time,20,6.5,49.70%,1,N/A,36,12.4%,0.00,38,1,0,N/A,N/A,TX-40300
Laguna Vista,Texas,3189,661,Brownsville-Harlingen,424180,91,69,22,27,73,227,0,72.6,63.7,13,10,20,54,31.61%,$61250,16.5%,N/A,N/A,$339000,1774,$191,15,58.30%,6%,19%,13%,91,25 mins,5.80%,N/A,8.00%,Cameron County,64.50%,32.00%,1.4%,0.6%,54.4%,43.1%,13%,Central Standard Time,20,6.5,42.10%,11,N/A,30,17.1%,0.00,38,1,0,158,853,TX-40336
Las Palmas II,Texas,1210,3993,Brownsville-Harlingen,424180,96,70,26,26,70,227,0,72.6,63.7,N/A,23,43,38,N/A,$20556,61.6%,$886,849,$52200,N/A,N/A,27,48.80%,7%,23%,20%,79,20 mins,5.80%,N/A,-27.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,1.2%,98.8%,22.9%,Central Standard Time,20,6.5,49.70%,39,34,37,9.0%,0.00,37,1,0,N/A,N/A,TX-41580
Lasana,Texas,121,147,Brownsville-Harlingen,424180,96,70,26,26,71,227,0,72.6,63.7,N/A,8,16,38,N/A,$62708,0%,$749,830,$138800,N/A,N/A,25,71.10%,7%,24%,19%,83,20 mins,5.80%,N/A,100.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,8.3%,91.7%,0%,Central Standard Time,20,6.5,0.00%,0,N/A,25,9.0%,0.00,36,1,0,N/A,N/A,TX-41542
Laureles,Texas,4204,876,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,13,23,46,26,15.36%,$26411,30.7%,$878,885,$165000,1701,$97,31,71.90%,7%,24%,21%,85,20 mins,5.80%,N/A,6.90%,Cameron County,64.50%,32.00%,0.2%,0.0%,0.9%,98.5%,24.3%,Central Standard Time,20,6.5,49.00%,10,N/A,N/A,12.2%,0.00,37,1,0,N/A,N/A,TX-41728
Los Fresnos,Texas,7588,1860,Brownsville-Harlingen,424180,93,70,23,28,73,224,0,69,58.6,13,24,38,28,14.48%,$42986,48.6%,N/A,N/A,$249500,1834,$136,22,55.90%,5%,26%,15%,82,23 mins,5.80%,N/A,40.80%,Cameron County,64.50%,32.00%,0.0%,0.0%,8.2%,91.4%,29%,Central Standard Time,20,6.5,45.80%,49,N/A,41,N/A,53.95,37,1,0,N/A,N/A,TX-44116
Los Indios,Texas,895,477,Brownsville-Harlingen,424180,95,70,25,26,71,228,0,72.2,63.1,11,19,16,39,N/A,$27500,12.7%,$878,885,$62000,N/A,N/A,39,70.00%,7%,24%,20%,84,19 mins,5.80%,N/A,-25.10%,Cameron County,64.50%,32.00%,0.0%,0.0%,4.4%,95.6%,19.9%,Central Standard Time,20,6.5,50.10%,7,N/A,27,14.6%,8.12,37,1,0,N/A,N/A,TX-44128
Lozano,Texas,635,5381,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,11,20,37,20,N/A,$41429,48.9%,$878,885,$88800,N/A,N/A,25,100.00%,7%,23%,19%,87,20 mins,5.80%,N/A,516.50%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,10.3%,Central Standard Time,20,6.5,44.40%,7,N/A,29,N/A,0.00,37,1,0,N/A,N/A,TX-44344
Olmito,Texas,1314,2053,Brownsville-Harlingen,424180,94,70,24,28,74,227,0,72.6,63.7,11,18,34,35,6.32%,$19917,23.8%,$950,955,$235000,1753,$134,35,41.00%,7%,24%,19%,84,20 mins,5.80%,N/A,0.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,4.3%,95.7%,34.8%,Central Standard Time,20,6.5,46.90%,25,N/A,32,14.6%,52.63,37,1,0,N/A,N/A,TX-53964
Orason,Texas,126,382,Brownsville-Harlingen,424180,93,70,23,28,73,227,0,72.6,63.7,N/A,24,45,25,N/A,$48409,0%,$948,1024,$6400,N/A,N/A,27,11.60%,7%,23%,20%,86,20 mins,5.80%,N/A,80.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,18.3%,81.7%,0%,Central Standard Time,20,6.5,76.20%,6,N/A,27,N/A,0.00,38,1,0,N/A,N/A,TX-54186
Palm Valley,Texas,1814,3033,Brownsville-Harlingen,424180,96,70,26,26,70,224,0,72.6,63.7,N/A,7,22,51,46.46%,$71591,1.9%,$886,849,$215000,1990,$108,38,69.80%,7%,15%,16%,79,20 mins,5.80%,N/A,14.00%,Cameron County,64.50%,32.00%,0.0%,4.7%,53.0%,42.3%,5.9%,Central Standard Time,20,6.5,38.70%,18,N/A,N/A,14.6%,0.00,37,1,0,N/A,N/A,TX-54798
Port Isabel,Texas,5049,753,Brownsville-Harlingen,424180,91,69,22,27,73,225,0,74.2,65.7,13,34,71,37,11.95%,$32415,26.1%,N/A,N/A,$293000,1510,$194,33,49.90%,8%,24%,20%,93,20 mins,5.80%,N/A,-0.50%,Cameron County,64.50%,32.00%,1.8%,0.0%,23.6%,72.8%,27.1%,Central Standard Time,20,6.5,51.70%,74,N/A,50,16.5%,33.72,38,1,0,N/A,N/A,TX-58892
Primera,Texas,4553,1640,Brownsville-Harlingen,424180,96,70,26,26,70,232,0,72.6,63.7,10,8,16,27,19.55%,$44250,27.6%,$886,849,$245000,2008,$122,22,59.30%,6%,20%,25%,80,20 mins,5.80%,N/A,13.70%,Cameron County,64.50%,32.00%,0.0%,1.2%,5.6%,93.1%,16%,Central Standard Time,20,6.5,40.80%,8,N/A,N/A,18.4%,0.00,37,1,0,N/A,N/A,TX-59540
Rancho Viejo,Texas,2417,1226,Brownsville-Harlingen,424180,94,70,24,28,74,229,0,70.9,61.5,11,7,11,43,56.15%,$77917,62.9%,$950,955,$359100,2679,$134,32,52.70%,3%,22%,17%,84,20 mins,5.80%,N/A,3.60%,Cameron County,64.50%,32.00%,9.8%,0.0%,34.8%,54.8%,33.1%,Central Standard Time,20,6.5,37.10%,2,N/A,28,N/A,0.00,37,1,0,N/A,N/A,TX-60544
Reid Hope King,Texas,1160,4099,Brownsville-Harlingen,424180,93,70,23,28,73,227,0,72.6,63.7,N/A,19,35,20,N/A,$22463,40.1%,$758,837,$56600,N/A,N/A,34,67.30%,7%,24%,20%,83,20 mins,5.80%,N/A,8.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,31.5%,Central Standard Time,20,6.5,30.80%,12,N/A,28,14.7%,0.00,37,1,0,N/A,N/A,TX-61466
Rio Hondo,Texas,2538,1505,Brownsville-Harlingen,424180,95,70,25,26,73,226,0,72.4,63.3,11,14,24,45,11.81%,$35903,16.2%,$749,830,$298000,1922,$155,41,57.30%,11%,41%,33%,87,20 mins,5.80%,N/A,-8.10%,Cameron County,64.50%,32.00%,0.0%,0.6%,12.8%,86.6%,7.6%,Central Standard Time,20,6.5,48.20%,42,N/A,38,14.8%,59.52,37,1,0,N/A,N/A,TX-62180
San Benito,Texas,24474,1550,Brownsville-Harlingen,424180,95,70,25,26,72,231,0,72.5,63.4,11,24,56,32,10.09%,$27880,34.7%,$878,885,$195000,1652,$118,38,54.40%,12%,22%,21%,81,19 mins,6.40%,N/A,0.70%,Cameron County,64.50%,32.00%,0.0%,0.1%,6.2%,93.4%,15.2%,Central Standard Time,20,6.5,60.60%,42,N/A,48,15.2%,39.32,37,1,0,N/A,N/A,TX-65036
San Pedro,Texas,330,279,Brownsville-Harlingen,424180,93,70,23,28,73,227,0,72.6,63.7,10,19,35,29,N/A,$40313,27.1%,$675,749,$132300,N/A,N/A,24,63.20%,8%,22%,20%,84,20 mins,5.80%,N/A,-38.20%,Cameron County,64.50%,32.00%,0.0%,0.0%,3.0%,97.0%,22.8%,Central Standard Time,20,6.5,45.60%,3,N/A,27,9.0%,0.00,38,1,0,N/A,N/A,TX-65620
Santa Maria,Texas,808,3298,Brownsville-Harlingen,424180,96,70,26,25,65,227,0,72.1,63.1,10,20,36,31,6.05%,$28438,23.4%,N/A,N/A,$39200,N/A,N/A,38,70.80%,7%,24%,20%,83,20 mins,5.80%,N/A,-5.30%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,28%,Central Standard Time,20,6.5,51.10%,17,N/A,31,10.6%,11.11,37,1,0,N/A,N/A,TX-65744
Santa Rosa,Texas,2843,3683,Brownsville-Harlingen,424180,96,70,26,26,71,231,0,71.9,62.8,10,8,23,29,6.97%,$20500,22.2%,N/A,N/A,$140000,1647,$85,41,58.70%,8%,24%,20%,83,20 mins,5.80%,N/A,-2.90%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.5%,99.5%,49.6%,Central Standard Time,20,6.5,51.40%,28,N/A,34,9.0%,62.13,35,1,0,N/A,N/A,TX-65768
Solis,Texas,490,294,Brownsville-Harlingen,424180,96,70,26,25,65,227,0,72.6,63.7,N/A,11,20,38,N/A,$26806,6.5%,N/A,N/A,$48700,N/A,N/A,31,85.40%,7%,24%,20%,83,20 mins,5.80%,N/A,40.80%,Cameron County,64.50%,32.00%,0.0%,0.0%,4.1%,95.9%,24.8%,Central Standard Time,20,6.5,33.70%,0,N/A,26,9.0%,0.00,36,2,0,N/A,N/A,TX-68678
South Padre Island,Texas,2856,1063,Brownsville-Harlingen,424180,91,69,22,27,73,227,0,74.4,65.8,13,77,98,59,45.04%,$41714,10.4%,N/A,N/A,$399000,1246,$320,32,14.30%,7%,23%,20%,94,20 mins,5.80%,N/A,3.70%,Cameron County,64.50%,32.00%,0.0%,0.0%,69.2%,30.8%,17.3%,Central Standard Time,20,6.5,38.70%,51,N/A,44,24.6%,24.67,40,1,0,N/A,N/A,TX-69140
South Point,Texas,1621,1260,Brownsville-Harlingen,424180,93,70,23,28,73,227,0,72.6,63.7,N/A,14,25,31,N/A,$67031,26.4%,$758,837,$93200,N/A,N/A,31,85.70%,7%,24%,20%,86,20 mins,5.80%,N/A,22.70%,Cameron County,64.50%,32.00%,0.0%,0.0%,1.5%,98.5%,24.1%,Central Standard Time,20,6.5,34.40%,0,N/A,26,12.4%,0.00,37,1,0,N/A,N/A,TX-69194
Tierra Bonita,Texas,60,66,Brownsville-Harlingen,424180,96,70,26,26,71,227,0,72.6,63.7,N/A,24,45,32,N/A,$16350,0%,N/A,N/A,$92500,N/A,N/A,29,100.00%,8%,23%,19%,83,20 mins,5.80%,N/A,100.00%,Cameron County,64.50%,32.00%,0.0%,0.0%,46.7%,53.3%,13.4%,Central Standard Time,20,6.5,78.00%,1,N/A,25,N/A,0.00,35,1,0,N/A,N/A,TX-72948
Villa del Sol,Texas,113,598,Brownsville-Harlingen,424180,95,70,25,26,72,227,0,72.6,63.7,N/A,21,38,26,N/A,$0,42.4%,$878,885,$92500,N/A,N/A,29,65.60%,7%,23%,20%,87,20 mins,5.80%,N/A,438.10%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,0%,Central Standard Time,20,6.5,37.00%,0,N/A,25,N/A,0.00,37,1,0,N/A,N/A,TX-75554
Villa Pancho,Texas,364,1309,Brownsville-Harlingen,424180,93,70,23,28,73,227,0,72.6,63.7,N/A,24,43,60,N/A,$23603,31.2%,$758,837,$101300,N/A,N/A,35,68.20%,7%,24%,20%,86,20 mins,5.80%,N/A,110.40%,Cameron County,64.50%,32.00%,0.0%,0.0%,4.7%,95.3%,17.1%,Central Standard Time,20,6.5,62.90%,5,N/A,26,18.3%,0.00,37,1,0,N/A,N/A,TX-75614
