City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Hamilton township (Franklin Cnty),Pennsylvania,11049,311,Chambersburg-Waynesboro,168421,$57550,N/A,N/A,N/A,N/A,N/A,26,79.10%,N/A,38.60%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,4.60%,N/A,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,73,585,3.9,35.53,PA-32152,39.9432244,-77.7327585,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Letterkenny,Pennsylvania,2400,34,Chambersburg-Waynesboro,168421,$56014,14.07%,N/A,N/A,N/A,N/A,40,78.80%,N/A,34.10%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,2.60%,N/A,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,78,585,3.9,70.59,PA-42888,40.0422254,-77.7240481,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Lurgan,Pennsylvania,2255,69,Chambersburg-Waynesboro,168421,$55513,11.38%,N/A,N/A,N/A,N/A,54,78.60%,N/A,41.80%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,39,50,43.24,120,29.2,7.2,78,621,3.9,32.68,PA-45496,40.1196698,-77.6282492,55%,61%,52%,53%,53%,30.2,41,62,65,22,11.8,9.35,36.6%,39.34%,35.44%,13
Marion,Pennsylvania,977,494,Chambersburg-Waynesboro,168421,$64614,27.47%,35,N/A,N/A,N/A,54,60.8%,$1365,36.5%,N/A,N/A,2.58%,0.0%,65.68%,Franklin County,24.80%,70.60%,3.35%,17.28%,74.6%,0.0%,3.35%,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,76,585,3.9,1.99,PA-47464,39.8605937,-77.7015295,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Mercersburg,Pennsylvania,1493,1655,Chambersburg-Waynesboro,168421,$51333,20.05%,50,$180000,1525,$118,78,57.92%,$787,52.03%,N/A,N/A,7.65%,3.35%,64.07%,Franklin County,24.80%,70.60%,1.08%,8.67%,85.42%,5.14%,3.65%,Eastern Standard Time,88,41,47,35.87,116,25.4,7.2,77,639,3.9,0.9,PA-48704,39.8318863,-77.9028901,55%,61%,52%,53%,53%,30.2,41,62,68,25,10.21,7.3,34.08%,36.15%,31.78%,9
Metal,Pennsylvania,1793,40,Chambersburg-Waynesboro,168421,$51083,11.41%,N/A,N/A,N/A,N/A,49,58.40%,N/A,45.40%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,82,585,3.9,44.83,PA-48888,40.0429899,-77.8479208,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Mont Alto,Pennsylvania,1765,3135,Chambersburg-Waynesboro,168421,$62429,13.47%,36,$275000,N/A,N/A,47,70.94%,$1105,51.66%,N/A,N/A,13.2%,2.0%,68.07%,Franklin County,24.80%,70.60%,2.16%,1.65%,88.1%,2.28%,3.93%,Eastern Standard Time,82,36,46,48.78,120,35.0,7.2,78,1389,3.9,0.56,PA-50544,39.8404014,-77.555719,55%,61%,52%,53%,53%,30.2,41,62,62,21,13.07,10.46,36.6%,37.91%,34.11%,10
Montgomery township (Franklin Cnty),Pennsylvania,6187,92,Chambersburg-Waynesboro,168421,$62936,N/A,N/A,$159000,1472,$108,32,73.00%,N/A,36.30%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,35.87,117,25.4,7.2,78,639,3.9,0.55,PA-50616,39.771743,-77.8978763,55%,61%,52%,53%,53%,30.2,41,62,68,25,10.21,7.3,34.08%,36.15%,31.78%,9
Orrstown,Pennsylvania,294,4594,Chambersburg-Waynesboro,168421,$55577,5.12%,43,N/A,N/A,N/A,68,80.83%,$1397,49.63%,N/A,N/A,4.81%,7.35%,51.52%,Franklin County,24.80%,70.60%,0.0%,0.0%,99.42%,0.58%,0.0%,Eastern Standard Time,89,39,50,43.24,120,29.2,7.2,76,621,3.9,0.06,PA-57112,40.0587912,-77.6081511,55%,61%,52%,53%,53%,30.2,41,62,65,22,11.8,9.35,36.6%,39.34%,35.44%,13
Pen Mar,Pennsylvania,1127,1525,Chambersburg-Waynesboro,168421,$72372,N/A,36,$285000,N/A,N/A,34,91.9%,N/A,30.44%,N/A,N/A,2.53%,6.31%,64.29%,Franklin County,24.80%,70.60%,0.0%,2.62%,92.66%,2.03%,0.0%,Eastern Standard Time,85,39,46,49.97,121,35.0,7.2,76,612,3.9,0.74,PA-58776,39.7242054,-77.5150016,55%,61%,52%,53%,53%,30.2,41,62,63,22,14.52,10.36,36.6%,37.91%,34.11%,10
Peters township (Franklin Cnty),Pennsylvania,4414,79,Chambersburg-Waynesboro,168421,$54461,N/A,N/A,N/A,N/A,N/A,54,69.30%,N/A,39.10%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,2.60%,N/A,Eastern Standard Time,86,38,48,43.41,117,25.4,7.2,77,585,3.9,55.87,PA-59600,39.8735483,-77.885079,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Quincy,Pennsylvania,5481,121,Chambersburg-Waynesboro,168421,$63688,12.03%,N/A,N/A,N/A,N/A,42,67.00%,N/A,41.80%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,2.69%,N/A,1.70%,N/A,Eastern Standard Time,82,36,46,48.78,121,35.0,7.2,78,1389,3.9,45.3,PA-63200,39.8147574,-77.5493023,55%,61%,52%,53%,53%,30.2,41,62,62,21,13.07,10.46,36.6%,37.91%,34.11%,10
Rouzerville,Pennsylvania,829,1270,Chambersburg-Waynesboro,168421,$41683,2.43%,51,N/A,N/A,N/A,48,71.45%,$706,52.84%,N/A,N/A,12.06%,0.0%,65.46%,Franklin County,24.80%,70.60%,0.0%,0.67%,87.67%,1.61%,0.0%,Eastern Standard Time,85,39,46,49.97,121,35.0,7.2,76,612,3.9,0.66,PA-66448,39.7341448,-77.52799,55%,61%,52%,53%,53%,30.2,41,62,63,22,14.52,10.36,36.6%,37.91%,34.11%,10
Scotland,Pennsylvania,700,850,Chambersburg-Waynesboro,168421,$83309,18.12%,54,$325000,2982,$109,50,93.6%,N/A,30.99%,N/A,N/A,14.71%,14.85%,49.03%,Franklin County,24.80%,70.60%,0.0%,1.5%,86.92%,7.9%,3.41%,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,71,585,3.9,0.82,PA-68376,39.9697698,-77.5844084,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
Southampton township (Franklin Cnty),Pennsylvania,8452,221,Chambersburg-Waynesboro,168421,$54442,N/A,N/A,N/A,N/A,N/A,30,77.10%,N/A,43.70%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,2.60%,N/A,Eastern Standard Time,89,39,50,43.24,121,29.2,7.2,76,621,3.9,38.24,PA-71912,40.0248536,-77.5459353,55%,61%,52%,53%,53%,30.2,41,62,65,22,11.8,9.35,36.6%,39.34%,35.44%,13
St. Thomas,Pennsylvania,5971,115,Chambersburg-Waynesboro,168421,$50895,N/A,N/A,N/A,N/A,N/A,43,79.40%,N/A,43.50%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,43.41,120,25.4,7.2,78,585,3.9,51.92,PA-67400,39.9239465,-77.8062795,55%,61%,52%,53%,53%,30.2,41,62,65,23,11.85,9.29,33.04%,35.27%,31.78%,9
State Line,Pennsylvania,2469,902,Chambersburg-Waynesboro,168421,$64559,18.02%,35,$325000,2070,$157,45,77.51%,$1188,33.49%,N/A,N/A,3.71%,0.42%,70.54%,Franklin County,24.80%,70.60%,0.39%,5.36%,91.04%,0.0%,0.68%,Eastern Standard Time,88,41,47,35.87,120,35.0,7.2,70,639,3.9,2.74,PA-73848,39.7329302,-77.7246889,55%,61%,52%,53%,53%,30.2,41,62,68,25,10.21,7.3,34.08%,36.15%,31.78%,10
Warren township (Franklin Cnty),Pennsylvania,334,11,Chambersburg-Waynesboro,168421,$48958,N/A,N/A,N/A,N/A,N/A,37,72.20%,N/A,33.00%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,43.89,116,25.4,7.2,78,447,3.9,2.91,PA-80992,39.7801908,-78.0127295,55%,61%,52%,53%,53%,30.2,41,62,68,25,12.46,9.15,37.42%,39.01%,35.67%,9
Washington township (Franklin Cnty),Pennsylvania,14467,370,Chambersburg-Waynesboro,168421,$56384,N/A,N/A,$190000,1242,$153,35,73.00%,N/A,40.20%,N/A,N/A,N/A,4.00%,N/A,Franklin County,24.80%,70.60%,N/A,N/A,N/A,3.50%,N/A,Eastern Standard Time,85,39,46,48.78,121,35.0,7.2,76,612,3.9,2.92,PA-81240,39.7494215,-77.5579527,55%,61%,52%,53%,53%,30.2,41,62,63,22,13.07,10.46,36.6%,37.91%,34.11%,10
Wayne Heights,Pennsylvania,2712,1271,Chambersburg-Waynesboro,168421,$68504,23.77%,39,$222000,1104,$201,31,70.4%,$945,41.62%,N/A,N/A,6.64%,2.86%,62.36%,Franklin County,24.80%,70.60%,0.5%,6.76%,87.83%,3.34%,2.8%,Eastern Standard Time,85,39,46,48.78,121,35.0,7.2,76,612,3.9,2.14,PA-81808,39.7455109,-77.5436059,55%,61%,52%,53%,53%,30.2,41,62,63,22,13.07,10.46,36.6%,37.91%,34.11%,10
Waynesboro,Pennsylvania,10793,3163,Chambersburg-Waynesboro,168421,$46278,15.80%,37,$203000,1598,$127,65,53.1%,$862,54.18%,N/A,N/A,15.39%,4.36%,63.43%,Franklin County,24.80%,70.60%,0.28%,4.72%,88.67%,4.34%,1.68%,Eastern Standard Time,85,39,46,48.78,121,35.0,7.2,60,612,3.9,3.41,PA-81824,39.7524553,-77.5821911,55%,61%,52%,53%,53%,30.2,41,62,63,22,13.07,10.46,36.6%,37.91%,34.11%,10
