City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Mercerville,New Jersey,12783,3464,Trenton,405698,$97969,38.0%,44,$340000,1245,$273,61,84.74%,$1423,44.54%,N/A,N/A,4.2%,5.19%,66.61%,Mercer County,66.30%,29.20%,1.27%,4.99%,77.99%,13.17%,8.21%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,43,75,4,3.69,NJ-45480,40.2360267,-74.6916629
Pennington,New Jersey,2553,2659,Trenton,405698,$135000,75.34%,48,$534000,1963,$272,62,80.22%,$1633,36.25%,0,317,1.45%,3.14%,62.88%,Mercer County,66.30%,29.20%,4.74%,2.27%,88.25%,2.86%,9.95%,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,51.11,15.42,11.36,34.66%,36.48%,35.56%,26.0,12,7.4,28.3,59,162,4,0.96,NJ-57600,40.3262583,-74.7907074
Princeton,New Jersey,31161,1736,Trenton,405698,$146127,84.5%,32,$774000,2156,$359,57,60.8%,$1704,52.91%,31,752,7.06%,3.72%,60.74%,Mercer County,66.30%,29.20%,17.2%,5.97%,67.46%,5.87%,29.7%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,51.09,14.91,11.86,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,48,72,4,17.95,NJ-60900,40.3562348,-74.6693249
Princeton Junction,New Jersey,1989,1093,Trenton,405698,$228357,84.21%,50,$620000,2394,$259,49,79.59%,$1281,21.83%,N/A,N/A,6.59%,6.71%,75.54%,Mercer County,66.30%,29.20%,22.07%,2.51%,70.84%,1.26%,30.72%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,51.09,14.91,11.86,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,61,72,4,1.82,NJ-60960,40.3206622,-74.623678
Robbinsville,New Jersey,3141,4908,Trenton,405698,N/A,N/A,N/A,$350000,1326,$264,N/A,N/A,N/A,N/A,13,348,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,62,75,4,0.64,NJ-63850,40.221987,-74.5909864
Robbinsville township,New Jersey,14281,703,Trenton,405698,N/A,N/A,N/A,$350000,1326,$264,N/A,N/A,N/A,N/A,13,348,N/A,N/A,N/A,Mercer County,66.30%,29.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,62,75,4,20.31,NJ-63850,40.221987,-74.5909864
Trenton,New Jersey,83387,11001,Trenton,405698,$37002,14.23%,35,$125000,1250,$100,N/A,39.59%,$1085,65.23%,1122,2094,27.2%,10.3%,57.06%,Mercer County,66.30%,29.20%,1.04%,48.67%,13.46%,37.17%,22.62%,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,49.4,14.46,11.21,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,34,96,4,7.58,NJ-74000,40.2236972,-74.7640065
Twin Rivers,New Jersey,7221,5731,Trenton,405698,$100282,36.37%,36,$353000,1627,$217,46,71.11%,$1685,43.64%,N/A,N/A,4.18%,2.64%,75.48%,Mercer County,66.30%,29.20%,7.06%,7.7%,40.76%,45.02%,36.48%,Eastern Standard Time,88,41,47,64,22,53%,51%,41,61,91,55%,62%,50%,50.17,14.66,11.35,34.77%,36.81%,34.44%,29.4,11,7.4,25.9,53,99,4,1.26,NJ-74330,40.2630281,-74.4916804
White Horse,New Jersey,9557,3063,Trenton,405698,$92450,27.52%,42,$278000,1281,$217,63,83.28%,$1188,48.19%,N/A,N/A,6.36%,6.2%,65.61%,Mercer County,66.30%,29.20%,1.72%,10.2%,69.27%,18.11%,9.48%,Eastern Standard Time,87,41,46,68,25,54%,53%,42,62,90,55%,62%,50%,49.17,14.6,11.14,35.67%,36.59%,37.44%,26.0,12,7.4,28.3,49,75,4,3.12,NJ-80630,40.1919193,-74.702234
Yardville,New Jersey,6208,1525,Trenton,405698,$103176,26.61%,49,$389000,1514,$257,60,89.62%,$1221,54.01%,N/A,N/A,3.82%,2.08%,64.94%,Mercer County,66.30%,29.20%,3.72%,2.58%,85.7%,7.33%,8.6%,Eastern Standard Time,88,41,47,64,22,54%,53%,42,62,92,55%,62%,50%,49.17,14.6,11.14,34.77%,36.81%,34.44%,26.0,12,7.4,28.3,57,75,4,4.07,NJ-83170,40.1848729,-74.6604019
