City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Fips Code
Crainville,Illinois,1372,958,Carbondale-Marion,135448,88,41,47,47,108,203,12,64.5,46.6,8,11,20,38,32.75%,$46563,4.5%,N/A,N/A,$112100,N/A,N/A,33,67.00%,4%,22%,6%,72,19 mins,4.40%,0.00%,32.30%,Williamson County,26.90%,67.70%,1.6%,2.9%,92.3%,2.0%,1.6%,Central Standard Time,413,4.1,40.80%,21,N/A,N/A,16.1%,0.00,N/A,2,14,N/A,N/A,IL-17185
Creal Springs,Illinois,473,415,Carbondale-Marion,135448,88,41,47,48,109,205,11,64.4,46.5,7,16,26,48,2.28%,$36875,5.8%,N/A,N/A,$140700,N/A,N/A,54,62.90%,3%,17%,8%,75,21 mins,4.40%,0.00%,-28.40%,Williamson County,26.90%,67.70%,0.0%,0.0%,99.3%,0.0%,0%,Central Standard Time,413,4.1,51.70%,24,N/A,24,16.5%,0.00,20,2,15,N/A,N/A,IL-17289
De Soto,Illinois,1652,1791,Carbondale-Marion,135448,89,41,48,46,104,216,11,64.8,46.7,8,21,17,39,23.22%,$38500,13.2%,N/A,N/A,$82300,N/A,N/A,42,49.10%,3%,12%,9%,75,19 mins,4.10%,0.00%,5.10%,Jackson County,47.30%,44.00%,0.2%,1.6%,85.4%,10.4%,0.9%,Central Standard Time,413,4.3,54.20%,19,N/A,33,14.8%,0.00,20,2,12,331,596,IL-19616
De Soto township,Illinois,2608,71,Carbondale-Marion,135448,89,41,48,46,104,213,11,N/A,N/A,N/A,13,23,39,N/A,$37566,N/A,N/A,N/A,$80700,N/A,N/A,39,53.10%,3%,13%,10%,74,22 mins,4.10%,0.00%,11.20%,Jackson County,47.30%,44.00%,0.6%,1.8%,87.2%,6.9%,N/A,Central Standard Time,413,4.3,49.10%,0,N/A,10,N/A,0.00,20,2,13,N/A,N/A,N/A
Degognia,Illinois,163,6,Carbondale-Marion,135448,89,41,48,44,89,213,9,N/A,N/A,7,8,14,55,N/A,$34875,N/A,N/A,N/A,$117500,N/A,N/A,45,75.20%,3%,13%,9%,74,19 mins,4.10%,0.00%,-21.60%,Jackson County,47.30%,44.00%,0.0%,0.0%,100.0%,0.0%,N/A,Central Standard Time,413,4.3,34.40%,0,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-19148
Dowell,Illinois,356,1087,Carbondale-Marion,135448,89,41,48,45,100,210,11,64.8,46.7,8,15,25,34,5.54%,$19632,26.5%,N/A,N/A,$42500,N/A,N/A,56,59.30%,3%,13%,9%,75,19 mins,4.10%,0.00%,36.30%,Jackson County,47.30%,44.00%,0.0%,0.0%,95.0%,4.0%,0%,Central Standard Time,413,4.3,52.10%,7,N/A,29,12.9%,0.00,19,2,12,N/A,N/A,IL-20565
Elk,Illinois,2021,56,Carbondale-Marion,135448,89,41,48,45,102,213,11,N/A,N/A,N/A,13,22,40,8.97%,$38538,N/A,N/A,N/A,$68900,N/A,N/A,51,59.70%,3%,13%,9%,75,24 mins,4.10%,0.00%,7.80%,Jackson County,47.30%,44.00%,0.3%,1.6%,94.0%,3.1%,N/A,Central Standard Time,413,4.3,45.60%,0,N/A,31,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-23217
Elkville,Illinois,796,1393,Carbondale-Marion,135448,89,41,48,45,103,210,11,64.8,46.7,8,15,25,31,11.62%,$36406,25.3%,N/A,N/A,$65700,N/A,N/A,56,52.80%,3%,13%,9%,75,27 mins,4.10%,0.00%,2.00%,Jackson County,47.30%,44.00%,0.6%,3.1%,90.5%,4.2%,0.9%,Central Standard Time,413,4.3,48.50%,11,N/A,N/A,16.2%,0.00,19,2,11,N/A,N/A,IL-23373
Energy,Illinois,1208,979,Carbondale-Marion,135448,88,41,47,47,107,210,12,64.5,46.6,8,10,19,52,16.17%,$41154,6.8%,N/A,N/A,$106200,N/A,N/A,36,51.20%,3%,17%,8%,71,21 mins,4.40%,0.00%,58.90%,Williamson County,26.90%,67.70%,0.2%,1.7%,93.8%,2.1%,0.4%,Central Standard Time,413,4.1,40.90%,39,N/A,38,13.9%,0.00,20,2,14,0,1953,IL-24166
Fountain Bluff,Illinois,188,6,Carbondale-Marion,135448,89,41,48,45,91,213,10,N/A,N/A,7,14,23,35,N/A,$26750,N/A,N/A,N/A,$50900,N/A,N/A,52,90.50%,3%,12%,9%,74,19 mins,4.10%,0.00%,-10.90%,Jackson County,47.30%,44.00%,0.0%,0.0%,100.0%,0.0%,N/A,Central Standard Time,413,4.3,37.80%,2,N/A,38,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-27260
Gorham,Illinois,263,124,Carbondale-Marion,135448,89,41,48,45,96,210,9,64.8,46.7,7,15,25,45,8.03%,$31250,20%,N/A,N/A,$30500,N/A,N/A,71,60.60%,3%,12%,10%,74,19 mins,4.10%,0.00%,-37.10%,Jackson County,47.30%,44.00%,0.0%,0.0%,95.4%,4.0%,3.9%,Central Standard Time,413,4.3,57.50%,6,N/A,38,12.7%,0.00,18,2,14,N/A,N/A,IL-30588
Grand Tower,Illinois,589,403,Carbondale-Marion,135448,89,41,48,45,96,217,9,64.8,46.7,7,6,25,53,6.65%,$32794,7.6%,N/A,N/A,$45500,N/A,N/A,55,58.90%,3%,12%,9%,74,36 mins,4.10%,0.00%,-19.80%,Jackson County,47.30%,44.00%,0.0%,0.0%,99.6%,0.0%,0%,Central Standard Time,413,4.3,51.20%,12,N/A,31,11.0%,0.00,18,2,14,N/A,N/A,IL-30770
Grand Tower township,Illinois,583,18,Carbondale-Marion,135448,89,41,48,45,96,213,9,N/A,N/A,N/A,14,24,54,N/A,$34265,N/A,N/A,N/A,$48000,N/A,N/A,54,58.00%,3%,12%,9%,74,39 mins,4.10%,0.00%,-24.20%,Jackson County,47.30%,44.00%,0.0%,0.0%,99.7%,0.0%,N/A,Central Standard Time,413,4.3,48.40%,0,N/A,4,N/A,0.00,18,2,15,N/A,N/A,N/A
Harrison CDP,Illinois,862,419,Carbondale-Marion,135448,89,41,48,46,97,213,9,N/A,N/A,N/A,14,24,38,N/A,$51111,N/A,N/A,N/A,$87300,N/A,N/A,52,53.70%,3%,12%,9%,73,19 mins,4.10%,0.00%,1.50%,Jackson County,47.30%,44.00%,0.0%,0.0%,97.4%,0.7%,N/A,Central Standard Time,413,4.3,48.60%,4,N/A,35,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A
Herrin,Illinois,12806,1325,Carbondale-Marion,135448,88,41,47,46,98,206,12,64.5,46.6,8,12,48,39,22.40%,$40549,10.2%,N/A,N/A,$64300,N/A,N/A,51,60.10%,0%,15%,6%,66,20 mins,4.40%,0.00%,4.70%,Williamson County,26.90%,67.70%,2.9%,2.0%,91.5%,2.0%,3.5%,Central Standard Time,413,4.1,53.20%,64,N/A,N/A,17.0%,0.00,18,2,13,N/A,N/A,IL-34358
Hurst,Illinois,756,868,Carbondale-Marion,135448,89,41,48,45,104,205,11,64.6,46.6,8,14,24,40,N/A,$32330,13.7%,N/A,N/A,$51500,N/A,N/A,49,52.30%,3%,17%,8%,74,22 mins,4.40%,0.00%,-8.40%,Williamson County,26.90%,67.70%,0.0%,0.9%,92.3%,0.9%,0.6%,Central Standard Time,413,4.1,44.30%,7,N/A,28,12.0%,0.00,19,2,13,N/A,N/A,IL-36815
Johnston City,Illinois,3414,1613,Carbondale-Marion,135448,88,40,48,46,98,204,12,64.5,46.6,8,20,56,44,14.56%,$31042,18.1%,N/A,N/A,$61000,N/A,N/A,60,70.90%,1%,11%,12%,70,21 mins,4.40%,0.00%,-1.90%,Williamson County,26.90%,67.70%,1.1%,0.1%,96.9%,1.2%,1.7%,Central Standard Time,413,4.1,58.50%,41,N/A,42,14.9%,0.00,20,1,15,N/A,N/A,IL-38544
Kinkaid,Illinois,542,15,Carbondale-Marion,135448,88,41,47,45,90,213,8,N/A,N/A,7,12,20,51,N/A,$70000,N/A,N/A,N/A,$89800,N/A,N/A,41,69.30%,3%,13%,9%,74,19 mins,4.10%,0.00%,-16.20%,Jackson County,47.30%,44.00%,0.0%,0.0%,100.0%,0.0%,N/A,Central Standard Time,413,4.3,39.50%,0,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-40104
Levan,Illinois,769,23,Carbondale-Marion,135448,89,41,48,45,95,213,9,N/A,N/A,7,8,14,51,N/A,$53828,N/A,N/A,N/A,$172200,N/A,N/A,40,91.90%,3%,13%,10%,74,19 mins,4.10%,0.00%,-18.30%,Jackson County,47.30%,44.00%,0.0%,1.7%,98.3%,0.0%,N/A,Central Standard Time,413,4.3,31.90%,0,N/A,12,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-42990
Makanda,Illinois,541,116,Carbondale-Marion,135448,89,42,47,48,105,211,11,64.8,46.7,7,12,20,45,49.98%,$78309,3.4%,N/A,N/A,$215000,N/A,N/A,33,62.70%,3%,13%,9%,74,19 mins,4.10%,0.00%,13.60%,Jackson County,47.30%,44.00%,9.8%,1.1%,86.1%,1.1%,4.3%,Central Standard Time,413,4.3,43.90%,23,N/A,4,13.9%,0.00,18,2,17,N/A,N/A,IL-46214
Makanda township,Illinois,4252,115,Carbondale-Marion,135448,89,42,47,47,104,213,11,N/A,N/A,N/A,12,24,44,N/A,$58462,N/A,N/A,N/A,$174000,N/A,N/A,35,58.60%,3%,13%,10%,74,21 mins,4.10%,0.00%,-0.90%,Jackson County,47.30%,44.00%,4.2%,6.8%,80.4%,2.8%,N/A,Central Standard Time,413,4.3,42.40%,0,N/A,1,N/A,0.00,18,2,17,N/A,N/A,N/A
Murphysboro,Illinois,7727,1535,Carbondale-Marion,135448,89,41,48,46,97,212,9,64.8,46.7,7,35,61,36,28.11%,$31160,12.5%,N/A,N/A,$69200,N/A,N/A,55,46.90%,3%,13%,10%,71,21 mins,4.10%,0.00%,-5.10%,Jackson County,47.30%,44.00%,0.0%,14.2%,82.3%,1.9%,1.7%,Central Standard Time,413,4.3,54.00%,67,N/A,56,14.9%,0.00,19,2,18,N/A,N/A,IL-51453
Murphysboro township,Illinois,10235,282,Carbondale-Marion,135448,89,42,47,46,97,213,9,N/A,N/A,N/A,14,30,39,N/A,$37731,N/A,N/A,N/A,$87100,N/A,N/A,51,52.40%,3%,13%,9%,71,21 mins,4.10%,0.00%,-3.50%,Jackson County,47.30%,44.00%,1.0%,12.8%,82.7%,1.4%,N/A,Central Standard Time,413,4.3,47.50%,0,N/A,7,N/A,0.00,19,2,19,N/A,N/A,N/A
Ora,Illinois,711,19,Carbondale-Marion,135448,88,41,47,45,93,213,9,N/A,N/A,N/A,11,19,31,N/A,$86169,N/A,N/A,N/A,$157200,N/A,N/A,60,69.60%,3%,12%,10%,75,19 mins,4.10%,0.00%,25.80%,Jackson County,47.30%,44.00%,12.5%,0.0%,83.1%,0.0%,N/A,Central Standard Time,413,4.3,33.60%,0,N/A,23,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-56276
Pittsburg,Illinois,842,229,Carbondale-Marion,135448,88,40,48,46,98,205,10,64.5,46.4,8,12,21,52,15.33%,$40208,14.5%,N/A,N/A,$85900,N/A,N/A,58,69.80%,3%,16%,14%,75,21 mins,4.40%,0.00%,-33.90%,Williamson County,26.90%,67.70%,0.0%,0.0%,99.2%,0.0%,0.4%,Central Standard Time,413,4.1,36.90%,15,N/A,26,16.4%,0.00,20,2,14,N/A,N/A,IL-60209
Pomona,Illinois,681,14,Carbondale-Marion,135448,89,42,47,46,96,213,9,N/A,N/A,7,13,22,42,N/A,$33450,N/A,N/A,N/A,$113600,N/A,N/A,36,68.30%,3%,12%,10%,74,19 mins,4.10%,0.00%,11.80%,Jackson County,47.30%,44.00%,0.0%,0.0%,100.0%,0.0%,N/A,Central Standard Time,413,4.3,50.70%,0,N/A,17,N/A,N/A,N/A,2,N/A,N/A,N/A,IL-60963
Vergennes,Illinois,238,531,Carbondale-Marion,135448,89,41,48,46,101,212,11,64.8,46.7,7,12,21,43,17.61%,$44688,8.6%,N/A,N/A,$83100,N/A,N/A,36,74.30%,3%,12%,9%,75,19 mins,4.10%,0.00%,-50.00%,Jackson County,47.30%,44.00%,0.0%,0.0%,94.1%,4.8%,2.5%,Central Standard Time,413,4.3,46.80%,2,N/A,N/A,13.8%,0.00,19,2,12,N/A,N/A,IL-77525
Vergennes township,Illinois,609,17,Carbondale-Marion,135448,89,41,48,46,101,213,11,N/A,N/A,N/A,10,18,43,N/A,$46111,N/A,N/A,N/A,$87900,N/A,N/A,44,81.20%,3%,13%,10%,75,19 mins,4.10%,0.00%,-7.50%,Jackson County,47.30%,44.00%,0.0%,0.0%,98.2%,1.5%,N/A,Central Standard Time,413,4.3,39.90%,0,N/A,22,N/A,0.00,19,2,12,N/A,N/A,N/A
Whiteash,Illinois,83,310,Carbondale-Marion,135448,88,40,48,47,104,203,12,64.5,46.6,N/A,12,20,38,N/A,$43438,8.8%,N/A,N/A,$55900,N/A,N/A,31,46.30%,3%,17%,8%,72,21 mins,4.40%,0.00%,-5.60%,Williamson County,26.90%,67.70%,0.0%,0.7%,95.6%,1.1%,0.4%,Central Standard Time,413,4.1,34.90%,2,N/A,21,13.3%,0.00,20,2,15,N/A,N/A,IL-81165
